"Hash","NodeName","PL"
"C1BA95814FBA17BAAE1E6DAB6EED6A15","CinematicNode_Response_120","Mojemu synowi, pomoże tylko cud. Nie wy."
"408DB0B44AE540B88AFE45AA3B139401","CinematicNode_Response_121","To, co przedstawiliśmy do tej pory, świadczy na naszą korzyść. Z łatwością przychodzi nam poznawanie sekretów ludzkich serc i umysłów."
"AE563C6A48E0DA90F86C349B03A64D28","CinematicNode_Response_121","I zechcemy się tym dzielić."
"93FBF62F4718BD3CAF7157A53CBD5BA1","CinematicNode_Response_122","A co takiego możecie mi dać, czego jeszcze nie mam?"
"72E1F5474650626CF6C6D596EB4C1B9C","CinematicNode_Response_123","Chcemy lepszego życia, nawet jeśli to życie pod zaborem. Dla siebie i innych."
"10A126EC4F861290E16744B0306C4BB9","CinematicNode_Response_126","Chcemy wygodnego układu. Więcej swobody, w zamian za thaumaturgiczną współpracę."
"4D8FE53F418C7B568915879CAEFF6850","CinematicNode_Response_129","Mieszkańcy Warszawy, jednego z najważniejszych ośrodków Rosji, nie zapomną wam takiego gestu."
"13FE43AA403F0501C7C554A39D00EF16","CinematicNode_Response_129","Czy to wszystko?"
"3DE2EBD54CF434BF563546AC7C5EC05A","CinematicNode_Response_129","I żeby Ochrana zapomniała o Sarze Rywkin, a jej teczka na zawsze zniknęła z ich archiwum."
"17B76CF5454A7A5B8A983CA033B803D5","CinematicNode_Response_129","Chcecie władzy, przyznajcie to wreszcie."
"12A1888E4DA294EF94C1FF8D6C87F0A3","CinematicNode_Response_13","Jeśli to wszystko, <ru>taumaturgi</>, to ufam, że doszliśmy do porozumienia."
"AE6E6E934DDA825391844EB158F0F684","CinematicNode_Response_13","Czy ja słyszę oklaski? Co tam się dzieje?"
"694BB7AD4998823FB6ACDA930DD5C187","CinematicNode_Response_130","Tak, chcemy władzy. Z cienia, tam, gdzie jesteśmy najskuteczniejsi."
"875366E7440BDFBBD317BCA248BFE2D2","CinematicNode_Response_130","Wreszcie zaczynamy rozmawiać."
"FE04FBEF4E4D05A47A38C9A6D1B6BDA1","CinematicNode_Response_131","..."
"9F5FF07441B9BFF6DFF51DBF1E642119","CinematicNode_Response_131","Im szybciej to przed sobą przyznacie, tym lepiej."
"A60C76614E5F8A23BBBEFAB56F706F0C","CinematicNode_Response_132","Władza może być zdobyta lub nadana. Dziś, dokonaliście obu tych rzeczy. Spełnimy wasze postulaty, w zamian oczekując posłuszeństwa i wierności."
"A5F2CBAF4927DC6BC7264BA27FF22267","CinematicNode_Response_132","Tak mi dopomóż Bóg."
"360FEDF74C33495A620E3D82B50D54D8","CinematicNode_Response_133","Spóźniłeś się, wszystko załatwiliśmy sami."
"53C76607499B4F404870999483230CF9","CinematicNode_Response_134","Twoje Serce ogarnia wielka trwoga. Nie możesz zapobiec rewolucji, nie potrafisz uchronić swojej rodziny. Nie odróżniasz wrogów od sojuszników."
"02E69DAB4F6AD5E8A88E8183DFA310F8","CinematicNode_Response_134","Przyjdą po was. Zabiorą twoje córki i syna, a ty nic nie będziesz mógł z tym zrobić. Będziesz patrzył, jak krew uchodzi z konających ciał."
"9DD82BEE474BD93943D8BA9F6AA8B511","CinematicNode_Response_135","Chcesz się poruszyć, ale ciało odmawia posłuszeństwa. Chcesz się zasłonić przed ciosem, ale cios spada. Nie jesteś nawet w stanie udźwignąć pióra."
"FC2932F0491FDFEDF08D44A5DA82F494","CinematicNode_Response_135","Szybko zostaniesz odsunięty, schowany, jak nieużywany mebel. Przestaniesz podejmować jakiekolwiek decyzje."
"661B3902499AF4A4F820659E50D6F60C","CinematicNode_Response_136","Moja kolej? Tak? Zastanówmy się."
"93E776F64A2903714B0B69A107D48099","CinematicNode_Response_136","Chcesz mówić, ale słowa więzną w gardle. Nikt cię nie słyszy i nie słucha. Jesteś tylko obserwatorem własnego życia."
"DC7DB1014CF8FC861C08F08B9DAFAF2E","CinematicNode_Response_136","Czujesz, jak język wije się, niczym wąż, zamiast wypełniać rozkazy. Chciałbyś go odciąć, gdybyś tylko mógł."
"A67A12234D91A6B49CA37B98DF164F83","CinematicNode_Response_136","..."
"ADED8EDF4196843762E52294617EEC74","CinematicNode_Response_137","Chcesz sformułować myśl, ale nie potrafisz. Czujesz mętlik. Idee i pomysły pryskają jak bańki, a ty nie umiesz ich zatrzymać."
"C94410B145A77765454D7C8F85DC059A","CinematicNode_Response_137","Wkrótce osuniesz się w chaos. Nikt nie potrzebuje władcy, który odszedł od zmysłów."
"7E54FA814855E503401C99808730338D","CinematicNode_Response_138","Dosyć, nie zniosę tego więcej! Dam wam wszystko, czego chcecie. Ale dość już."
"42E080A5454AD752D1AD9AADFDA163F7","CinematicNode_Response_138","Co za beksa. Ze Skałonem też się tak zabawiliście?"
"25E7B9954F42C5083589D48633822804","CinematicNode_Response_139","Co robicie? Co się ze mną dzieje?"
"05CB720F4FD4684B67806F80B8FFEE7B","CinematicNode_Response_14","Boisz się, więc oddajesz władzę w ręce takich, jak Rzeźnik Warszawy. Ale jego już nie ma, zawiódł. Chcesz wiedzieć, jak skończył?"
"37F1C4F74ACA352CA2CDABA0A2E3845C","CinematicNode_Response_140","..."
"A89878334D781524B2E0BEB1530406DC","CinematicNode_Response_141","Proszę, nie..."
"A35899E146DDFB2B3DCADA8F1AC95B8B","CinematicNode_Response_142","Musimy natychmiast przestać ginąć z rąk żołnierzy i samozwańczych mścicieli. Wydaj im rozkaz."
"199C88384F960B171B4907B7FDD382EC","CinematicNode_Response_143","Nie mogę zrobić nic więcej."
"552F29B5439A1BFA5B869FAF5E10B921","CinematicNode_Response_143","Więc car nie da wam nic ponadto, co zostało powiedziane."
"4ADCDD6C4C997821B78BF1A98FEB62C8","CinematicNode_Response_144","Grigorij Rasputin wybrał dzisiejszy wieczór, aby wkupić się w wasze łaski i dotrzeć na dwór."
"906A528A4E6DB76136B691B390972448","CinematicNode_Response_144","Rasputin nie żyje."
"826791274B3A4A21EF32A785F27C9771","CinematicNode_Response_144","Wręcz przeciwnie. Jest również bardzo niebezpieczny. I wie o chorobie carewicza."
"A66CFDA84B58E7BB04F3189C31B5C0A4","CinematicNode_Response_145","..."
"1F6040ED4DF1FE75DF8576BECA181D22","CinematicNode_Response_15","..."
"81468DB148757E2D889B90B9A59975A4","CinematicNode_Response_16","Na twoje szczęście, spotkałeś nas. Jesteśmy potężni i możemy być cennymi sojusznikami. Możemy chronić wasze interesy. Tu, w Warszawie."
"F664C91B4BB91176423F4394167B6EA9","CinematicNode_Response_16","Wystarczy, że pozwolicie nam pomóc."
"7AFC4345423CE42E62F56696561CC037","CinematicNode_Response_16","Z jakiegoś powodu, zaczynam wam wierzyć. Ufać."
"37C1F2824936E80826CF1A909DCA881C","CinematicNode_Response_18","Dość. <i>Poczułem</> już dość. Zatrzymam przemoc w mieście i wysłucham waszych postulatów."
"70FDA83842848D5817122C8A35E512A5","CinematicNode_Response_18","Niechciane sojusze, to wciąż sojusze. Mówcie."
"FDEFD1A144A48F07534A0593099572E6","CinematicNode_Response_19","Nie, przestań."
"DE5B25A04B8930CA5A2C9FBC39068F22","CinematicNode_Response_2","Słyszałem strzał. Wszyscy cali?"
"9A7411FF4D1DD5A9C5DE8EAFE0D55CF9","CinematicNode_Response_2","Jeszcze jeden <ru>taumaturg</>?"
"AB8ECD0F4DD98C79C094E1871F60C18C","CinematicNode_Response_20","Skałon postradał zmysły, odjęło mu władzę nad ciałem, a potem publicznie zmoczył spodnie. Nie przewidział, że wypowiadając nam wojnę, przegra ją tak szybko."
"B3FFADD744326334AAC670B34C3BE1A4","CinematicNode_Response_21","Lękasz się, że wieść o chorobie twojego dziedzica, dotrze do niepożądanych uszu."
"B52A671C423CE520E35494B2D8615B21","CinematicNode_Response_22","Jakim cudem to wiecie?"
"663E79F04045458EC87293A8730BDCB7","CinematicNode_Response_23","To mój jedyny syn! Użyją go, przeciwko mnie. Proszę, nie krzywdźcie go..."
"6CCDA217433F1FC724C145A65665A5D5","CinematicNode_Response_24","Nie pozwolę na to."
"D5AB63BC4595E4E694C47BACA5C1BF19","CinematicNode_Response_24","Więc doprowadź to do końca. Wiesz, po co tu jesteś."
"1951EB6A4396A4A22A3AE4AD4B4843A7","CinematicNode_Response_25","Wasi doradcy nie są jednomyślni w sprawie thaumaturgii. Wiem, że młody Siergiej Aleksandrowicz Niekrasow nalegał na załagodzenie tej polityki."
"28FAF43645375B57F2D34A9564733487","CinematicNode_Response_25","Jeśli wasi doradcy są podzieleni, tak samo podzielą się poddani. Część z nich wyjdzie na ulice i zacznie siać niepokoje, które trzeba będzie stłamsić."
"2D60DE844CC92DBFD03CE1B83335EE1F","CinematicNode_Response_25","Warszawa wypiła już dość krwi."
"06D8F1594AE8921610A30C82EDBBD122","CinematicNode_Response_26","Chcemy więcej wolności. W sferze politycznej i socjalnej. Dla wszystkich."
"373BC04945128ABB4D62998C704724AA","CinematicNode_Response_27","Car spełni wasze postulaty. Lecz jeśli choć słowo z tego, co tu padło, dotrze do niewłaściwych uszu..."
"5043B5F64079B797D68A178B8ACF1C09","CinematicNode_Response_28","Stać! Kim jesteście? Skałon!"
"2896691C48076332077CF6AB9CFF8738","CinematicNode_Response_29","Kogoś trzeba poświęcić, by zyskać mógł ktoś."
"5E07D88240EFF9F5D8BF21955228476B","CinematicNode_Response_3","Czy ja słyszę oklaski? Co tam się dzieje?"
"FF936F6B419E06ACE4AB8A8BEB01A44E","CinematicNode_Response_3","Twój mnich się pojawił i dostał owacje na stojąco. Czy to będzie problem?"
"57C54AA44023F36865AD6DA72ECCEEB9","CinematicNode_Response_30","Czas nagli, a moi goście czekają. Nie przedłużajmy tego."
"923B776B4C2ECBF79240C1A6DB393635","CinematicNode_Response_31","Chcemy sprawiedliwości za krzywdy, których doświadczamy na ulicach i za krew, którą zmuszeni jesteśmy przelewać, żeby przeżyć."
"104EFAA34D05F6CBB5991DBD9E18A408","CinematicNode_Response_32","Wasza Wysokość może odetchnąć. Już po wszystkim."
"327F26B342B87EC34EE9B79E358CD1DF","CinematicNode_Response_33","To zależy, czy spotkamy się z oporem."
"288967D2479A48244A86829E100773B6","CinematicNode_Response_33","Nie tak."
"124E494F48FC3E2DDDEAFC9C12217746","CinematicNode_Response_33","Będziecie za to wisieć, <ru>taumaturgi</>."
"2898763C4F2C452DF3EA7991619EEAE9","CinematicNode_Response_37","Wasza Cesarska Mość. Między dzisiejszych gości przeniknęła działaczka socjalistyczna, Wanda Jerzykowicz. Jest uzbrojona."
"7E65311C47030133901062803D7416FE","CinematicNode_Response_4","I w Polsce."
"8A1B234D47F2349C6A69A1ADFA5A5575","CinematicNode_Response_41","Przychodzisz w samą porę."
"6FDC716441C1C1AE951B30AD5069DA38","CinematicNode_Response_41","Zróbmy to."
"E7C9054A41D86A102C09CD963D98FB2F","CinematicNode_Response_42","Potrzebujesz nowego generał-gubernatora. Z tego, już nic nie będzie."
"FE20C4EB48475AE3A6F4F6B1210C1113","CinematicNode_Response_47","Wiemy, że na carskim biurku spoczywają pewne dekrety, które czekają tylko na podpis."
"3244E5E940903676D88CEEA66483548B","CinematicNode_Response_47","I co, według was, się w nich znajduje?"
"4CDBFFD8445CBB538795C8A10DD5D53A","CinematicNode_Response_49","Znam nazwiska i adresy działaczy socjalistycznych. Tych najważniejszych. Jestem gotowy ich wydać."
"CED7475648C18324C13D24A9E88B1546","CinematicNode_Response_5","Wybacz, ale w tym wypadku, jestem po stronie pana Szulskiego."
"C73032B0433242D756921A8E87020CC1","CinematicNode_Response_54","Odłożysz broń. Nie potrzebujesz jej."
"3AECE7D2433612E0D05E4D9059113D52","CinematicNode_Response_54","Tak lepiej?"
"3D6DE5C545308119D12EB2A6FB4A7D0E","CinematicNode_Response_6","Wiemy, że dekrety zakładają powstanie specjalnych <i>ośrodków przystosowawczych</>. A thaumaturgowie i thaumaturginienie nie będą tam jedynymi pacjentami."
"380DDF5A468F9D878C6DAF8A9C324D0D","CinematicNode_Response_6","Wasi poddani, tak różni etnicznie i wyznaniowo, najpewniej szybko rozpoznają zagrożenie. A ich strach, zmieni się w nienawiść. Imperium upadnie."
"68ED6B8340B1387637E436871C011460","CinematicNode_Response_6","Korona ma nadto wrógów na zewnątrz, żeby jeszcze mierzyć się z wewnętrznymi."
"A30ECE734FF634C119F2ACABE6C3A037","CinematicNode_Response_63","Generał-gubernator jest w tej chwili nieco niedysponowany. I raczej szybko mu nie przejdzie."
"3084B67B4D63FD1257E607B22F5869C4","CinematicNode_Response_64","Nie zbliżajcie się."
"AF92217F4B406805342F5EB8B9CF0489","CinematicNode_Response_65","Pozwolisz, że ja będę mówił?"
"2834E82D45A6EDD1847C46933CFC4ED7","CinematicNode_Response_66","Proszę."
"4584324F4D5E139DD2013AAAEE472139","CinematicNode_Response_66","Wasza Cesarska Mość, przyszliśmy tu, ponieważ nasze życia są w niebezpieczeństwie."
"880C0E544A391A0150C2C2BCA229EB87","CinematicNode_Response_67","Nie."
"E1E8242D491F4ACED6359FBA0ACDDD64","CinematicNode_Response_67","Jak sobie życzysz."
"C94C238745DFEF1802FAE9A230C6ACFF","CinematicNode_Response_68","Oj, chyba trzeba będzie zrobić powtórkę ze Skałona."
"7BD4AD6C45343E7FB7C55A8BCE35B657","CinematicNode_Response_69","Wreszcie do czegoś dochodzimy. Teraz jestem skłonny dać wam nieco więcej. Mówcie."
"044ADC59455DED11850A61A88E0C6AE8","CinematicNode_Response_7","Lermontowie, zubożała szlachta, planują przejąć dla siebie majątki thaumaturgów. Potrzebujący, nie zobaczą ani kopiejki."
"EA8CA23648F95CE70080D98F4829DFC5","CinematicNode_Response_7","Macie na to jakiekolwiek dowody?"
"AC4BF59545DD1BC11AE1509435EA52F8","CinematicNode_Response_71","Nie obawiaj się, obronię was przed każdym niebezpieczeństwem."
"C22839B54A0F454015A335B128AEA36A","CinematicNode_Response_71","Daruj sobie, <yd>purycu</>."
"3332797E43AE730F20DC799A3F4EF306","CinematicNode_Response_73","Nie wiem tego. Bądźcie gotowi na wszystko."
"35166AFA4DF89D67B9301ABAC7DAFA58","CinematicNode_Response_73","Spokojnie, obronię cię. Mam Golema."
"A34269224FDB81FAD2B0B58650C9B927","CinematicNode_Response_74","Przychodzimy z żądaniami, bo tego też wymaga od nas sytuacja."
"FC09E9B5407DB65A10F27E812B210DF7","CinematicNode_Response_77","Najpilniejszą z kwestii jest dla nas, abyście jak najszybciej zaniechali polowań na thaumaturgów. Pogromy muszą się skończyć."
"36CB870144B807EE74EBAF8E2B1A255F","CinematicNode_Response_78","Przestańcie nas mordować."
"62FE1DC84D9297736720FD9A413C4ED1","CinematicNode_Response_79","Macie czelność wdzierać się tu siłą i stawiać mi żądania?"
"9F2CF9484DE9E8614DA5EABF90DDFC26","CinematicNode_Response_8","Pomówmy o Gieorgiju Skałonie. Gubernator nienawidzi thaumaturgów, gdyż tak mu dyktuje jego ignorancja i strach."
"08C1F4264C032E351C2113904B3BA53D","CinematicNode_Response_80","..."
"AFFC8E664F8027B792B90AB51016C5C7","CinematicNode_Response_80","Nie musiałbym tego robić, gdybyś okazał się silniejszy."
"64909CC0465CC8561E970AB3F7ECC390","CinematicNode_Response_81","Zdradźcie mi, czemu miałbym na cokolwiek przystać?"
"6E37BC9B43565055BA52B5BB1855363C","CinematicNode_Response_82","Zatrzymam rozboje i rozlew krwi. I na tym koniec, czy to zrozumiałe?"
"188A95D94E8B6DF5D67068863661A7D4","CinematicNode_Response_83","Nie wiem, co zrobiliście Skałonowi, ale tylko pogorszyliście tym swoją sytuację."
"6A76B1474898BB8E33309F8DC9A454D3","CinematicNode_Response_84","Nie masz wyboru."
