"Hash","NodeName","PL"
"55D8088A412EECCF7651E2A5B10199ED","CinematicNode_Response_13","Kogoś zdenerwowało, że się za nim szwędasz, wietrząc sensacje?"
"9E19CB854888DCC1E91F73A1F70AF374","CinematicNode_Response_13","Nie, do tego już przywykłem."
"11620EA448FE80B3D9D93CAB2257DD07","CinematicNode_Response_13","To większa sprawa."
"E468E1E84D3720FC606EA5A87726B286","CinematicNode_Response_14","Do zamachu przyznała się nowa grupa fanatyków, nazywają siebie <i>Lechitami</>. Rosjanie przydzielili do sprawy samego Żukowa."
"715B080F440A2F55B1D23F8266F7E277","CinematicNode_Response_14","Ja chcę o tym napisać. Prawdę. Ale potrzebuję pomocy."
"EA9E7C024CD5F53A02D246A6C6F6AC01","CinematicNode_Response_15","Nie."
"F34D1A684E93FE08A3B4EAA57BE14EBC","CinematicNode_Response_15","Miał miejsce zamach. Krwawy i bezczelny. Kilka trupów, wygląda na to, że sami cywile."
"ACAA8BAE4DC828C8FA71E58C47FC063C","CinematicNode_Response_16","Chodzi o zamach? Coś mi się rzuciło w oczy."
"5AB046404F2E5DCAC5D987A6588E5322","CinematicNode_Response_19","Fejgin."
"BAF827754CF34A78A8D90083BBEE550E","CinematicNode_Response_19","<i>Wu Esz</>, dobrze, że jesteś. Dostałeś moją wiadomość?"
"F986C207439B76097D06C3ABD0010E10","CinematicNode_Response_2","Zastanowię się."
"FAABE25547E1579C38424FA819759D70","CinematicNode_Response_2","Ja bym sam to zrobił, naprawdę, ale nikogo nie dopuszczają. Trzeba mieć przepustkę. A ja nie mam wujka sędziego śledczego."
"C1C666034395F7E4E28C2EA5E20F4706","CinematicNode_Response_2","Powiedziałem, że się zastanowię."
"30358B2149E7F9B5E44FDE82078DD951","CinematicNode_Response_20","Owszem."
"19CD59A345ED381FC417DABCBA946C34","CinematicNode_Response_21","Musiałem przegapić."
"7B9A01B149DCD648B8B55E966E889943","CinematicNode_Response_21","Mniejsza o to."
"D6E43826459A07058F482A908604E751","CinematicNode_Response_22","Potrzebuję twojej pomocy."
"829069A7466856B2061278A54A58E457","CinematicNode_Response_23","Podobało mi się, jak załatwiłeś sprawę Krajewskich i Pietii Aleksandrowicza."
"36B1221442478A47602CD49F7C1AD003","CinematicNode_Response_24","Krajewski nie puścił od tamtej pory pary z gęby. Imponujące. Trochę też przerażające."
"0DCEB157480E9A8A78D5C780D86CE96A","CinematicNode_Response_25","Zrobiło na mnie duże wrażenie, jak rozwiązałeś sprawę tamtego strajku. ""Łamistrajk"" nabrało dla mnie nowego znaczenia."
"37C3C6DA496A33C4C9541180368C1138","CinematicNode_Response_26","W Warszawie nie ma osoby, która nadawałaby się bardziej do tego co zamierzam ci zaproponować."
"2C4BACE0429A47AA006252ADED76A831","CinematicNode_Response_26","Schlebiasz mi."
"8C0C4D8547A364FEB1E2B4A522B3551B","CinematicNode_Response_26","Na tyle, żeby cię zainteresować tą sprawą?"
"1002C73D4049C74EB8F8B19D2F68F670","CinematicNode_Response_29","Kim są ci Lechici?"
"C37C05DF4CFCFB6B167D84A87D2EA033","CinematicNode_Response_29","Nikt tego nie wie. Pojawili się w Warszawie niedawno. To pierwszy zamach, do którego się przyznali."
"A304915344A08B99C403AC9778D73FC4","CinematicNode_Response_29","Dlatego chcę do nich dotrzeć i porozmawiać."
"211A20DF483CF689CC743692BB846BC4","CinematicNode_Response_3","Nie liczyłbym na nią."
"231BB4374A1F0E494CB23AB49C06EF39","CinematicNode_Response_3","Szkoda."
"4836AD4C46DA0B89168097BBF7F53066","CinematicNode_Response_30","Żukow, to ten słynny śledczy?"
"00A369B643B8A65161B162B17583F330","CinematicNode_Response_30","Podobno jest niesamowity. I bardzo skuteczny. Jeśli ruscy go ściągnęli, to sprawa musi mieć najwyższy priorytet."
"8512F1554CC4796FC151D7A574F744F4","CinematicNode_Response_31","Tyle mi wystarczy, żeby zacząć."
"9BCC173847E901956F3385969D8A04AE","CinematicNode_Response_31","Czyli się zgadzasz?"
"4DB2E13C40DAC36678F24488B22E9C8E","CinematicNode_Response_32","Tak. Może odezwę się do wujka."
"700E2A694D4244E48B8B708C94C765D9","CinematicNode_Response_32","Dobry pomysł, bo na miejsce zamachu trzeba mieć przepustkę. Byle kogo nie wpuszczą. Bez obrazy."
"DD21C3A342D9439D31504DB61365FCDF","CinematicNode_Response_32","A widujesz czasem Wandę?"
"A7E92A304ACFFF3242B6559F227A9A1E","CinematicNode_Response_34","Numer na Śródmieście, trzydzieści cztery, dziewięćdziesiąt. Zostawiam ci też ich manifest."
"4877EDD346012F6963982B8799B13135","CinematicNode_Response_34","Chcę z nimi tylko porozmawiać i uczciwie o nich napisać. Po polsku."
"BACEBE6E4E0A7DFC843126AA56B7B8B6","CinematicNode_Response_37","Kto zginął w tym zamachu?"
"902DD6534C883652BF2386B1663D2291","CinematicNode_Response_37"," To jest właśnie podejrzane. Nie wiadomo. Lista ofiar została utajniona, ale wiem, że to raczej sami cywile. Przypadkowi ludzie. Polacy."
"50DDAC944A3A03C43BD87FA2A0C3336A","CinematicNode_Response_37","Lechici określają siebie mianem patriotów, a tu proszę."
"DC8AFD0244ED0F7602B923B764E856B1","CinematicNode_Response_4","Dobrze. A jak się już potkniesz o jakiegoś Lechitę, to koniecznie zadzwoń!"
"BC2E02814F8DAE606665A98DDBF7425F","CinematicNode_Response_5","Czym sobie zasłużyłem na takie zaufanie?"
"4208E84348BABE45B89A62A45201A9DD","CinematicNode_Response_6","O co chodzi?"
"3BF1F04D469EB7130EBE1F92D80BC565","CinematicNode_Response_6","Słyszałeś, co się stało na Dworcu Wiedeńskim?"
"330BA0374DAB25EF34F9388E7F6C644F","CinematicNode_Response_7","Nigdy nie pisałem artykułu, jak miałbym pomóc?"
"280222414842F7C12965878C58798734","CinematicNode_Response_7","Pisaniem zajmę się ja. Ty znajdź tych ""Lechitów"". Chcę wykluczyć, czy to nie jest ruska prowokacja. Przeprowadzę z nimi wywiad."
"8D468B7F4623CFE4AF223BB3652F6CAA","CinematicNode_Response_7","Co ty na to?"
"223802F943D23A870837AFA6F71EBC2C","CinematicNode_Response_8","Nie byłbym pewny, czy cenzura pozwoli ci coś takiego wydrukować."
"A5312EF8490022628577FC8569F3682E","CinematicNode_Response_8","Nie piszę wyłącznie do państwowych gazet."
"92B9449B40C65D441837DDB7F3C159CB","CinematicNode_Response_8","Słyszałeś kiedyś o Kmicicu?"
"A9CE0608410E91B8C5069AA842CF19AB","CinematicNode_Response_9","Jeszcze coś?"
