"Key","Value"
"Menu_CombatDemo","Demo walki"
"Options_SaveAutomatic","Ustawienia zapisują sie automatycznie"
"Panel_Level","Thaumaturgia"
"Panel_Inventory","Dobytek"
"Menu_SaveDescription","Nazwa zapisu:"
"Menu_SaveHint","Podaj nazwę"
"Menu_Saved","Zapisano!"
"Panel_GlossaryConclusion","Wnioski"
"Progression_Flaws","Skazy nabyte"
"Progression_Heart","Serce"
"Progression_Deed","Czyn"
"Progression_Mind","Umysł"
"Progression_Word","Słowo"
"Progression_AvailableUpgrades","Dostępne Ulepszenia"
"Progression_Upgrades","Ulepszenia"
"Progression_Attacks","Ataki"
"Progression_HeavyAttack","Silny atak"
"Version_Build","Wersja {int}/{sting}"
"Menu_ConclusionOption","Od razu wyświetl Wniosek podczas rozmowy"
"Panel_InventoryItemQuest","Przedmioty fabularne"
"Panel_InventoryItemCollection","Kolekcje"
"Panel_InventoryItemOutfit","Ubrania"
"Panel_InventoryItemCollectionMagazine","Magazyny modowe"
"Panel_InventoryCollectionSketch","Szkice"
"Panel_InventoryCollectionVinyl","Nagrania gramofonowe"
"Panel_InventoryOutfitCoat","Płaszcze"
"Panel_InventoryOutfitPants","Spodnie"
"Panel_InventoryOutfitVest","Kamizelki"
"Panel_Salutors","Salutory"
"Menu_GameOverAdvice","Jeśli chcesz, możesz obniżyć poziom trudności walki w ustawieniach rozgrywki."
"ProgressionBlockedRasputin","Twoja Percepcja pozostanie osłabiona a rozwój thaumaturgii niemożliwy, dopóki nie złożysz wizyty Rasputinowi."
"ProgressionBlockedCombat","Rozwój thaumaturgii i ulepszanie umiejętności jest niemożliwe w trakcie walki."
"UpgradesInfo","Ulepszenia kupisz za Punkty Thaumaturgii w panelu Thaumaturgia. Po nabyciu, przypisz Ulepszenie do ataku, aby przyniosło efekt."
"Dialogue_SkipCutscene","Pomiń przerywnik"
"DimensionPowerBlocked","Zaniżona, dopóki nie udasz się do Rasputina."
"ProgressionBlockedRasputinSmall","Percepcja jest osłabiona, złóż wizytę Rasputinowi."
"Menu_Resume","Wznów"
"Menu_QuitToMenu","Wyjdź do menu"
"Glossary_Category_Family","Rodzina"
"Glossary_Category_Other","Inne"
"Glossary_Category_Countries","Kraje"
"Glossary_Category_ChatactersOther","Inni"
"Glossary_Category_Caucassus","Kaukaz"
"Glossary_Category_Warsaw","Warszawa"
"Glossary_Category_Thaumaturgy","Thaumaturgia"
"Glossary_Category_Book","Książki"
"Glossary_Category_Item","Przedmioty"
"Glossary_Category_Letter","Listy"
"Glossary_Category_Newspaper","Gazety"
"Glossary_Category_Note","Notatki"
"Glossary_Category_Notebook","Notesy"
"Glossary_Category_NoteLatge","Duże Notatki"
"Journal_Category_Main","Zadania główne"
"Journal_Category_Side","Zadania poboczne"
"Panel_InventoryCollectionPhoto","Zdjęcia stereoskopowe"
"Menu_QuestOverride","Czy chcesz nadpisać wcześniejszy zapis gry?"
"Menu_LoadWaring","Czy na pewno chcesz wczytać ten zapis gry?"
"Menu_SettingsWarning","Czy chcesz wprowadzić zmiany w ustawieniach?"
"Menu_QuitWarning","Czy na pewno chcesz opuścić grę?"
"Menu_QuitWarning2","Niezapisany postęp zostanie utracony. Czy na pewno chcesz opuścić grę?"
"Menu_SaveDeleteWarning","Czy na pewno chcesz usunąć wybrany zapis?"
"Menu_SaveDelete","Usuń zapis"
"Journal_Active","Bieżące zadania"
"Journal_Completed","Ukończone zadania"
"Progression_Tree","Drzewko Wymiarów"
"Menu_Credits","Twórcy"
"Menu_Apply","Zastosuj zmiany"
"Menu_Cancel","Cofnij zmiany"
"Barber_Haircut","Fryzura"
"Barber_FacialHair","Zarost"
"Barber_Apply","Ostrzyż się i wyjdź"
"Menu_SettingsRestartWarning","Zmiany będą widoczne dopiero po ponownym uruchomieniu gry"
"Barber_HairColor","Kolor"
"Glossary_Category_Description","Teksty"
"Glossary_Category_Conclusion","Wnioski"
"Glossary_Category_Faction","Frakcje"
"Glossary_Category_Location","Lokacje"
"Glossary_Category_Character","Osoby"
"Glossary_Category_Salutor","Salutory"
"Glossary_Category_Lore","Fabularne"
"Buy","Rozwiń"
"Journal_QuestTimer","Zadania takie jak to, nie będą czekały wiecznie."
"Journal_QuestCombatDifficulty","Walki w ramach tego zadania mogą stanowić wyzwanie."
"Journal_DemandingCombat","Wymagająca walka"
"Journal_TimerIndicator_1","Szansa na ukończenie tego zadania kiedyś przeminie."
"Journal_TimerIndicator_2","Szansa na ukończenie tego zadania wkrótce przeminie."
"Journal_TimerIndicator_3","Szansa na ukończenie tego zadania przeminęła."
"Journal_CompletedQuest","Zadanie zakończone"
"Menu_Graphics","Grafika"
"Menu_Gameplay","Rozgrywka"
"Menu_Mouse&Keyboard","Mysz i klawiatura"
"Menu_ControllerScheme","Kontroler"
"Menu_Interface","Interfejs"
"Common_Help","Pomoc"
"Panel_Show/HideAll","Zwiń/Rozwiń wszystko"
"Common_More","Więcej"
"Panel_InventoryWardrobe","Przebierz się i wyjdź"
"Menu_Accessibility","Dostępność"
"Menu_AutoSave","Zapis automatyczny"
"Menu_NewSave","Nowy zapis"
"Menu_OverrideSave","Nadpisz"
"Menu_SaveNameEmpty","Nazwa nie może być pusta"
"Menu_SaveNameInvalid","Nazwa zawiera znaki specjalne * : | ? / > \ <"
"Menu_ChoseSaveSlot","Wybierz miejsce zapisu"
"Menu_Brightness","Jasność"
"Menu_Brightness_AdjustText","Reguluj, aż najciemniejszy symbol będzie ledwo widoczny."
"Menu_SettingsResetWarning","Czy na pewno chcesz wrócić do domyślnych ustawień gry?"
"Menu_DefaultSettingsButton","Przywróć domyślne"
"Glossary_Category_Organizations","Organizacje"
"Progression_HideUI","Ukryj interfejs"
"Journal_Category_POI","Miejskie tajemnice"
"Menu_SettingsRebinging","Klawisze"
"PreviousPanel","Poprzedni panel"
"Panel_NextCategory","Nestępna kategoria"
"Panel_PreviousCategory","Poprzednia kategoria"
"Menu_SettingsRebindExploration","Eksploracja"
"Menu_SettingsRebindCombat","Walka"
"Menu_SettingsRebindDialogue","Dialogi"
"Menu_SettingsRebindPanels","Panele"
"Panel_InputUp","W górę"
"Panel_InputDown","W dół"
"Panel_InputRight","W prawo"
"Panel_InputLeft","W lewo"
"Panel_Function1","Funkcja 1"
"Panel_Function2","Funkcja 2"
"Journal_QuestCannotBeActivated_Now","Śledzenie innych zadań jest obecnie niemożliwe."
"Menu_PressAnyKey","Naciśnij dowolny przycisk."
"Menu_Newsfeed","Nowości od 11 bit studios"
"Menu_FollowUs","Obserwuj nas"
