"Hash","NodeName","PL"
"235480D24748B08D3FED86800AE3BB2D","CinematicNode_Response_27","Ucieczka? Stąd? Oszalałeś?"
"9169D0C5408C7E77EBAF02ACE8FB2549","CinematicNode_Response_28","A ty, co masz?"
"0BDFFB0445478A81570A2C93E609306F","CinematicNode_Response_29","W Warszawie zakazano wywoływania duchów, że się tu zatrudniłaś? Czy w końcu doszli do tego, że jesteś oszustką?"
"3A60CD4B4D398CDD10220A87EDDEDC6B","CinematicNode_Response_31","Witaj w twojej głowie. Zamierzam się czuć tu jak u siebie."
"1F63D2694F342BAF774E9BAA47FF0C20","CinematicNode_Response_32","Czemu pracujesz dla takiej gnidy jak Konieczkin?"
"3D8BA7994AD4290AAEB2FA8E13681F42","CinematicNode_Response_33","Patrz, Weles też jest."
"7645F5444A40A033663D5B8C6B7660C7","CinematicNode_Response_33","Sukinsyn..."
"F8C7FD584BB23BBCBAF7509A6D486149","CinematicNode_Response_33","Biorę to za komplement."
"AC7CFBA54C9779FE972906B6F597863E","CinematicNode_Response_34","Nie myślimy teraz o mnie."
"C2EE503449B81586ABA22B8CF7341D1A","CinematicNode_Response_34","Tu mnie nie oszukasz ani mi stąd nie uciekniesz."
"8AFA5186481A0F2E2163B9B5E7DDA8BB","CinematicNode_Response_34","Oszczędzaj energię. Pomyśl o cerkwi i o tym, z kim tam byłeś."
"F37DD51B4A8C97E65A785ABA3FB1704B","CinematicNode_Response_37","A ty mu to zabrałeś! Jak mogłeś?!"
"B40156CF407AF3EAF7E824AC6BBB8045","CinematicNode_Response_38","Pomogłeś mu zrozumieć, kim jest."
"4C1C1966460C457F07D9F5842137D04D","CinematicNode_Response_38","Coś takiego, myślałam, że współczucie jest ci obce."
"89F2F7E342C21F8266D589849FFFD3F6","CinematicNode_Response_40","Co to za brudny mnich?"
"B02916CE482827B1E76353BED470BF11","CinematicNode_Response_41","Wzruszające. Uważasz, że się przyjaźnicie?"
"1E62CD0E4E35BB3B79B3EC8F4872786C","CinematicNode_Response_41","Czuję, że tobie też przydałby się ktoś taki. Mam rację?"
"6EB078C14DEB6A91E45539948F478DEA","CinematicNode_Response_42","Idź, zatrzymam tu Konieczkina... ale na chwilę. Więc się pośpiesz."
"EB8836BE4651E3E2F1670FAAE7C31628","CinematicNode_Response_43","Mówisz o sobie?"
"A87A7A8146798E791FD3DEB6BBE0CC10","CinematicNode_Response_43","Nie poznamy się na tyle, żebyś mógł się o tym przekonać."
"AB4F5382494F441D29ECA88EE69F08E8","CinematicNode_Response_44","Szukam tych właściwych. Szukałem ciebie."
"4C4B4E2044AA2AB2F8978D937054D9C0","CinematicNode_Response_44","Mieliśmy trudne początki i nie jestem twoją przyjaciółką. Jeszcze."
"4C7A2C8748B82BAE980A02BDBBDB56B5","CinematicNode_Response_46","Przywykłam. Nikomu już nie ufam."
"97AB1DC5427454280A8565BB3174F78F","CinematicNode_Response_46","Także dzięki tobie."
"7B8F35C3461B5D929BC36FAD9409C83A","CinematicNode_Response_52","..."
"69BA3F4C4D815A1C2B584F839281EA03","CinematicNode_Response_52","Prawda? Pomyśl, co możemy zrobić z taką wiedzą."
"63AA7F7E4069343DE461B9981AF416E8","CinematicNode_Response_52","Skończyć na stryczku?"
"8F33ACAA45214CB77DB8ACBBDABF2362","CinematicNode_Response_52","Jeśli to źle rozegramy."
"D2CF8BEB4549F87B348FE9A54491E9EC","CinematicNode_Response_53","W porządku."
"EF90265249277623F3A979B063269C62","CinematicNode_Response_53","W porządku co?"
"B7D6EDFA4C1ABD6031118F922BE47520","CinematicNode_Response_53","Ucieknijmy stąd. Przecież tego chcesz. Pomogę ci, ale zabierasz mnie ze sobą."
"FFD25C3143A5B38E8399A1904B6EF017","CinematicNode_Response_56","Czy było to warte tyle samo, co obdarcie ze Skazy Zofii Skałon?"
"E87836EF4976FD8F21B6BFB955F03D30","CinematicNode_Response_58","Jeśli chciałeś mnie rozgniewać, to ci się udało."
"362A0C6542B91B420CFC4AA7479345C9","CinematicNode_Response_58","Wolę ci zaimponować."
"79455473489C3EE544F06AA353576141","CinematicNode_Response_59","Co ty bredzisz?"
"5DE83CCC4AFEADEE281904AD8B8ADF67","CinematicNode_Response_6","Czyli już mu nie ufasz."
"2235123D4A240FEAF0944FB099A1BE73","CinematicNode_Response_60","Jej ojciec mi to zlecił. Skałon obiecał, że moja przeszłość zostanie zapomniana, a grzechy zatarte."
"0B8DB96840A0EDDE328CF2A5EA70AFCC","CinematicNode_Response_60","Czyli oboje jesteśmy tu za karę."
"C74D333448FFAF953C34A8A24BEAC243","CinematicNode_Response_60","Wróżyłam ci stryczek, zapomniałeś?"
"BA6D757D4965884379D842BB95323BE0","CinematicNode_Response_60","Nie zamierzam tu tyle zostać. I ty też nie powinnaś."
"F65E52E9442F78DF7D6C7688AA3C98E1","CinematicNode_Response_62","Chciałem mieć Welesa. To nie moja wina, że to za nią chodził."
"19F5D0544BA8397D7660F3B0F723C7C7","CinematicNode_Response_62","Dosyć już krwi napsułeś."
"B5705F8442CC40241E1A9CA1EBD6EAAC","CinematicNode_Response_62","Nie oglądaj się na przeszłość, <i>spójrz na to</>, co jest przed tobą."
"79852BF54407E86932B211AE6271BF6C","CinematicNode_Response_62","Ty! I wyrwę ci z głowy wszystko, czego on chce!"
"1EF0B709480DD6F745856F93620F8D86","CinematicNode_Response_70","Kiepsko dobierasz przyjaciół."
"7B668E09464F229CEC31649DFAEC0420","CinematicNode_Response_71","..."
"7C3D60FB474019148D4ADB817B413A6D","CinematicNode_Response_71","Nie masz nic, co by odkupiło twoje winy."
"9137623B4DDEBCCF34CCA085B979AC67","CinematicNode_Response_71","Samira, skup się teraz."
"A08B140446A79D510596BC8C565972FE","CinematicNode_Response_72","Ach, słodka Zosia. Była gwoździem do mojej trumny. A ty dobiłeś wieko."
"9D5B45BC4301C12BA90155A2F72B5119","CinematicNode_Response_72","Było warto?"
"0851D9474C86213721C117849C0790B0","CinematicNode_Response_73","Ciągle gniewasz się na mnie za Welesa?"
"23DC4E8747119E95DF607E94CFCDA2CC","CinematicNode_Response_74","Prędzej wyrwę ci z głowy to, czego on chce, niż będę tak ryzykować."
"0BAF1B974737B639A8E834830462CCF8","CinematicNode_Response_75","To samobójstwo. Konieczkin jest zawziętym, mściwym skurwysynem. I ma ludzi wszędzie."
"AB29C92248004AA8E4B230AEB9004A7F","CinematicNode_Response_76","Nie masz nic, co byłoby warte takiego ryzyka."
"C0C309AB4F53C731CA0B70A3AD6683CC","CinematicNode_Response_77","..."
"705319AD43CC7D478D1C64B2DE122B59","CinematicNode_Response_79","Czemu nie okazałeś tyle serca Zofii Skałon?"
"BB000CF34F084543AF599D9A6D562A63","CinematicNode_Response_80","Mogę cię przedstawić."
"4D395550449CC97FC89F35AB2138E948","CinematicNode_Response_81","To wszyscy."
"63524C8A4273962B25620EA83A5EFC79","CinematicNode_Response_82","Nie igraj sobie ze mną."
"F6038727422AD361B779B2B48C9354FC","CinematicNode_Response_83","Znasz to miejsce. Jak możemy je najbezpieczniej opuścić?"
"4B7CA3964786679C6F383A8EF3C763BA","CinematicNode_Response_83","Dopiero świta. Wyjdziemy jak od siebie, przez główną bramę. Kilku żołnierzy nie powinno ci sprawić problemu."
"7F02EE514477B2271FFE47B08A434BFB","CinematicNode_Response_85","Konieczkin trzyma grymuar twojego <i>papy</> w swoim gabinecie, na pierwszym piętrze."
"A6BA69D046FBF5A96936599B93C9E66C","CinematicNode_Response_85","Wreszcie, dziękuję."
"23817C5942AE6687E7EFF797DAB87FA6","CinematicNode_Response_86","Nie wyjdę stąd bez grymuaru ojca. Jestem przekonany, że Konieczkin go ma."
"E2B8919D480517276130C18A7AD1F329","CinematicNode_Response_86","Zgadza się, jest w jego gabinecie. Pierwsze piętro. Tylko się nie szwendaj."
"FD22BAD74D3CF85628A807989A7FCC78","CinematicNode_Response_87","..."
